pozycja,term,n,occurrences,docs_total,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y0,baseline_share,share_at_y0,peak_share,peak_year,docs_2021_2025,emerging,prevalence_2021_2025,threshold,exceedance,w_rdzeniu_4
304,surgical duration,2,395,302,1,0,0,1,0,3,1,7,3,8,6,10,14,17,16,27,24,20,20,48,76,2018,4.241961482989734e-05,0.00118137595552467,0.005083272021938332,2025,188,True,0.002555980041602654,0.001,5.083272021938332,False
305,pao,1,1574,398,1,1,2,4,3,5,3,13,14,16,24,24,27,19,32,23,35,42,28,50,32,2012,0.0001603640206503651,0.0010769613122359374,0.0033745022609165147,2024,187,True,0.002542384403083491,0.001,3.3745022609165147,False
306,geriatric patient,2,596,390,4,2,5,6,5,12,11,7,7,17,11,18,23,19,23,33,31,39,34,45,38,2022,0.0004446175677427804,0.0026976551151691223,0.003037052034824863,2024,187,True,0.002542384403083491,0.002223087838713902,1.3661412661866994,False
307,quick disability,2,398,364,0,0,0,1,1,1,6,9,14,12,19,18,24,14,24,34,35,40,32,31,49,2015,0.0,0.0014058453570107289,0.003277372750986556,2025,187,True,0.002542384403083491,0.001,3.2773727509865562,False
308,predictive model,2,447,319,1,0,2,3,0,4,3,5,8,7,3,10,11,25,17,33,29,23,24,55,56,2018,0.00012052020839440844,0.0017373175816539264,0.0037455688582703497,2025,187,True,0.002542384403083491,0.001,3.7455688582703495,False
309,shared decision making,3,380,306,1,0,0,1,0,4,2,2,7,4,6,11,11,13,26,31,39,42,30,36,40,2019,4.241961482989734e-05,0.001676986584107327,0.0029051670471052084,2022,187,True,0.002542384403083491,0.001,2.9051670471052082,False
310,national database,2,378,348,2,0,1,2,0,2,6,5,11,15,20,12,15,20,21,30,24,39,48,40,35,2017,0.00012388952644205024,0.001043333101481533,0.0036063110443275734,2023,186,True,0.0025287887645643278,0.001,3.6063110443275734,False
311,mean bmi,2,353,329,0,1,4,6,1,6,4,8,8,12,18,11,12,16,19,17,25,27,39,42,53,2018,0.0001960449993849788,0.0011118832522585128,0.0035449133837201527,2025,186,True,0.0025287887645643278,0.001,3.5449133837201527,False
312,tobacco use,2,493,372,2,5,2,5,3,5,2,5,12,9,20,26,13,22,25,31,25,31,34,48,47,2022,0.00036215888450408907,0.0021442899633395585,0.003239522170479854,2024,185,True,0.0025151931260451645,0.0018107944225204454,1.7890060462914184,False
313,systematic literature search,3,350,346,2,1,0,4,2,5,2,5,9,7,13,22,13,23,22,32,42,35,23,33,51,2018,0.00012468304191575133,0.0015983321751216121,0.0034111430673533544,2025,184,True,0.0025015974875260017,0.001,3.4111430673533545,False
314,csa,1,957,376,3,1,2,0,5,7,6,11,6,6,18,23,21,17,29,38,34,32,24,40,53,2015,0.00024520325031015974,0.0013318534961154272,0.0035449133837201527,2025,183,True,0.0024880018490068385,0.0012260162515507988,2.891408151593554,False
315,cumulative incidence,2,597,373,1,2,3,5,2,6,7,7,10,8,19,16,30,20,28,26,35,35,28,38,47,2017,0.0002392581296885773,0.002086666202963066,0.003143602434619758,2025,183,True,0.0024880018490068385,0.0011962906484428864,2.627791531022605,False
316,nine study,2,367,358,1,1,0,0,8,1,5,12,14,9,13,12,23,23,16,37,38,29,37,35,44,2017,8.2263427085854e-05,0.001599777422271684,0.0029429469600695604,2025,183,True,0.0024880018490068385,0.001,2.9429469600695604,False
317,cms,1,651,376,0,3,2,5,2,4,3,6,11,11,21,27,27,11,27,34,36,37,30,33,46,2015,0.00019763203033238102,0.0015538290788013318,0.0030767172764363587,2025,182,True,0.0024744062104876756,0.001,3.0767172764363586,False
318,video,1,518,394,5,2,2,1,5,4,8,8,22,12,16,34,27,19,21,28,45,30,32,36,37,2021,0.0003698862922259111,0.002809339493070296,0.002809339493070296,2021,180,True,0.0024472149334493496,0.0018494314611295555,1.5190287134806655,False
319,fai,1,1254,572,0,4,4,8,7,13,14,23,34,29,39,52,34,44,50,39,60,31,31,30,26,2012,0.0003155764361528488,0.001905393090878966,0.0037457859907603945,2021,178,True,0.0024200236564110235,0.001577882180764244,2.3739326271788754,False
320,dissemination,1,400,386,1,1,4,5,6,4,1,7,2,12,10,16,29,23,46,41,36,27,28,29,58,2017,0.00023846461421487617,0.002017110662864297,0.003879339174637148,2025,178,True,0.0024200236564110235,0.0011923230710743809,3.2535973418190633,False
321,drf,1,863,342,0,2,2,3,5,4,7,6,9,10,6,12,18,22,21,38,35,28,42,25,47,2017,0.0001577882180764244,0.0012519997217778397,0.0031555221637866266,2023,177,True,0.0024064280178918603,0.001,3.1555221637866264,False
322,intraoperative bleeding,2,405,323,2,2,4,1,6,5,3,6,6,5,12,12,21,14,20,27,32,25,48,41,31,2020,0.0003207280413007302,0.0016060912497769318,0.0036063110443275734,2023,177,True,0.0024064280178918603,0.001603640206503651,2.2488280286949536,False
323,primary hip arthroscopy,3,444,256,0,0,1,0,0,0,0,1,3,3,7,6,2,11,19,26,44,39,35,33,26,2019,3.9050296782255544e-05,0.0012254901960784314,0.0027469097265576227,2021,177,True,0.0024064280178918603,0.001,2.7469097265576226,False
324,current procedural terminology code,4,388,376,0,0,1,0,1,1,2,5,9,13,17,13,35,31,28,44,26,32,30,49,39,2017,3.9050296782255544e-05,0.0024344439034569105,0.0033070122156981844,2024,176,True,0.0023928323793726974,0.001,3.3070122156981845,False
325,2 cohort,2,402,362,0,1,2,4,2,4,4,5,7,13,18,24,21,18,34,29,28,43,41,40,24,2015,0.00011794440582046775,0.0013318534961154272,0.003080390683696469,2023,176,True,0.0023928323793726974,0.001,3.0803906836964687,False
326,chronic kidney disease,3,447,348,0,0,1,1,3,4,3,6,11,9,7,21,23,18,30,35,31,26,30,37,52,2016,3.9050296782255544e-05,0.0015106826846989425,0.0034780282255367535,2025,176,True,0.0023928323793726974,0.001,3.4780282255367534,False
327,phf,1,701,273,0,1,0,0,0,1,1,2,1,1,6,12,7,11,26,28,25,32,31,41,47,2019,3.984381225595665e-05,0.001676986584107327,0.003143602434619758,2025,176,True,0.0023928323793726974,0.001,3.143602434619758,False
328,koa,1,487,236,0,0,0,0,0,0,1,3,1,2,4,3,10,12,8,16,22,27,26,51,50,2021,0.0,0.0013734548632788114,0.003441992306134845,2024,176,True,0.0023928323793726974,0.001,3.441992306134845,False
329,onfh,1,1043,386,2,2,3,7,13,6,6,6,15,6,18,17,18,28,27,37,29,32,29,38,47,2018,0.00028167774451847463,0.0019457956914523975,0.003143602434619758,2025,175,True,0.002379236740853534,0.001408388722592373,2.2320559545758334,False
330,ais patient,2,465,348,1,2,0,5,4,7,4,5,6,10,7,17,31,16,29,29,30,32,30,30,53,2016,0.00012210723934181065,0.0012229336018991439,0.0035449133837201527,2025,175,True,0.002379236740853534,0.001,3.5449133837201527,False
331,ssis,1,993,467,4,3,1,7,5,7,10,11,12,19,39,26,33,31,44,41,37,36,22,29,50,2015,0.0003282601928697149,0.0028856825749167593,0.0033442579091699553,2025,174,True,0.002365641102334371,0.0016413009643485746,2.037565310575003,False
332,shorter operation time,3,404,387,3,4,0,2,5,6,5,7,13,15,8,19,27,20,42,37,39,39,31,26,39,2019,0.0002866340935135186,0.0027089783281733747,0.0027089783281733747,2019,174,True,0.002365641102334371,0.001433170467567593,1.8901996583638159,False
333,multivariable logistic regression analysis,4,367,336,0,0,0,1,2,1,3,3,7,9,9,16,19,29,26,37,31,26,30,48,39,2016,0.0,0.0011509963311991942,0.003239522170479854,2024,174,True,0.002365641102334371,0.001,3.239522170479854,False
334,larger sample size,3,334,332,1,3,3,5,4,2,5,7,7,8,11,15,15,18,27,27,20,22,31,43,58,2022,0.00027910194194453395,0.0015217541675312998,0.003879339174637148,2025,174,True,0.002365641102334371,0.0013955097097226698,2.779872578176536,False
335,major adverse limb event,4,396,317,0,0,0,0,0,1,2,2,7,11,12,13,17,19,21,38,22,22,19,54,57,2017,0.0,0.0011824441816790708,0.003812454016453749,2025,174,True,0.002365641102334371,0.001,3.812454016453749,False
336,acute kidney injury,3,386,278,0,0,0,1,0,0,0,5,6,5,7,11,15,15,25,14,28,20,21,38,67,2017,0.0,0.001043333101481533,0.00448130559828774,2025,174,True,0.002365641102334371,0.001,4.48130559828774,False
337,n s,2,1083,606,0,4,4,3,4,19,25,33,35,35,36,40,36,55,50,54,40,35,42,45,11,2010,0.0003155764361528488,0.0017497007090892347,0.003822098679638638,2018,173,True,0.002352045463815208,0.001577882180764244,2.4222966240656905,False
338,surgical factor,2,442,376,1,2,2,4,4,6,6,15,18,17,13,15,12,29,26,33,40,34,30,29,40,2012,0.00020020783290632173,0.0012426476679645432,0.0026754063273359643,2025,173,True,0.002352045463815208,0.0010010391645316086,2.6726290260459495,False
339,certainty,1,314,246,2,4,1,3,2,5,2,3,6,3,5,3,8,5,7,14,28,37,27,34,47,2021,0.0002832647754658769,0.0017480334623548508,0.003143602434619758,2025,173,True,0.002352045463815208,0.0014163238773293844,2.2195505455625897,False
340,9 3,2,496,473,2,6,2,8,4,16,20,23,21,20,30,18,22,29,39,41,29,33,37,37,36,2018,0.0004020026967600457,0.0020152883947185543,0.0027798647633358376,2023,172,True,0.002338449825296045,0.0020100134838002283,1.3830080174786148,False
341,ka,1,880,296,0,0,0,2,1,2,2,1,2,4,6,17,15,17,25,30,32,38,24,31,47,2016,0.0,0.0012229336018991439,0.003143602434619758,2025,172,True,0.002338449825296045,0.001,3.143602434619758,False
342,each cohort,2,304,290,0,0,3,2,4,1,6,4,7,9,7,10,12,17,17,20,19,34,34,41,43,2018,0.00011715089034676664,0.00118137595552467,0.0028760618018861613,2025,171,True,0.002324854186776882,0.001,2.876061801886161,False
343,four study,2,422,396,3,2,2,0,4,12,6,11,15,15,18,18,27,23,36,34,37,32,30,39,32,2017,0.00028504706256611643,0.0018779995826667594,0.0026321117635148814,2024,170,True,0.002311258548257719,0.0014252353128305821,1.8467910104524339,False
344,relevant study,2,397,392,2,1,1,2,2,5,5,8,13,10,16,25,36,23,36,37,31,33,24,41,41,2015,0.0001637333386980069,0.0011838697743248242,0.002767091853951542,2024,170,True,0.002311258548257719,0.001,2.767091853951542,False
345,fea,1,480,293,2,3,0,1,4,7,2,7,12,10,6,14,9,12,15,19,32,26,27,35,50,2020,0.00020437066642766465,0.0011302123609541373,0.0033442579091699553,2025,170,True,0.002311258548257719,0.0010218533321383232,3.2727376855265367,False
346,asd surgery,2,499,271,0,0,0,0,0,0,0,2,1,4,5,10,22,23,22,12,24,29,25,40,52,2017,0.0,0.001530221882172915,0.0034780282255367535,2025,170,True,0.002311258548257719,0.001,3.4780282255367534,False
347,calibration,1,343,261,3,2,2,2,4,4,2,2,4,6,4,11,4,10,7,24,27,35,36,38,34,2020,0.00028504706256611643,0.0014276366664683839,0.00270473328324568,2023,170,True,0.002311258548257719,0.0014252353128305821,1.8977450663034419,False
348,six study,2,405,381,2,1,2,1,3,8,6,9,15,17,23,16,29,27,31,22,32,34,34,30,39,2013,0.00020278363548026246,0.0011239322643488685,0.002608521169152565,2025,169,True,0.002297662909738556,0.0010139181774013123,2.5727136837000444,False
349,ethic,1,336,328,3,2,0,0,1,0,2,1,0,5,7,13,23,23,42,37,35,22,27,29,56,2017,0.00020694646900160533,0.001599777422271684,0.0037455688582703497,2025,169,True,0.002297662909738556,0.0010347323450080267,3.6198432148569726,False
350,sane,1,578,296,0,2,3,3,1,2,4,5,2,4,10,11,13,9,25,34,35,34,28,35,36,2019,0.00019683851485867996,0.001612487100103199,0.0024078656946023677,2025,168,True,0.0022840672712193927,0.001,2.4078656946023678,False
351,surgical detail,2,292,288,3,1,0,2,5,1,6,6,8,6,13,10,11,13,20,15,18,16,27,40,67,2021,0.00016710265674564867,0.0011237357972281184,0.00448130559828774,2025,168,True,0.0022840672712193927,0.001,4.48130559828774,False
352,valuable insight,2,199,199,0,0,1,1,2,2,2,4,2,2,1,5,0,2,4,3,5,6,21,57,79,2023,3.9050296782255544e-05,0.0015777610818933133,0.005283927496488529,2025,168,True,0.0022840672712193927,0.001,5.283927496488529,False
353,five study,2,427,398,2,1,2,3,6,11,5,12,15,19,23,20,27,27,22,37,27,40,28,40,31,2013,0.00020278363548026246,0.0011239322643488685,0.0027668257591478176,2022,166,True,0.0022568759941810667,0.0010139181774013123,2.7288452074498104,False
354,seven study,2,370,358,1,1,1,2,2,4,7,12,13,13,13,19,23,28,27,26,33,34,30,33,36,2016,0.00012131372386810955,0.0013668081432990432,0.0024078656946023677,2025,166,True,0.0022568759941810667,0.001,2.4078656946023678,False
355,atsa,1,586,210,0,0,0,0,0,0,0,0,1,0,7,1,3,7,5,21,16,24,36,35,54,2022,0.0,0.0016600954554886907,0.003611798541903552,2025,165,True,0.002243280355661904,0.001,3.6117985419035517,False
356,mid term outcome,3,395,340,0,0,4,2,8,7,8,6,12,17,12,16,16,19,26,23,36,31,28,26,43,2016,0.00015620118712902218,0.0011509963311991942,0.0028760618018861613,2025,164,True,0.0022296847171427406,0.001,2.876061801886161,True
357,independent factor,2,391,338,1,3,1,4,2,8,8,1,13,15,5,18,17,33,26,19,32,31,29,36,36,2016,0.00020100134838002285,0.0012948708725990935,0.0024296416278598906,2024,164,True,0.0022296847171427406,0.0010050067419001142,2.4175376408583023,False
358,higher bmi,2,354,302,1,0,1,0,2,4,8,5,6,5,13,17,19,15,17,25,32,27,19,29,57,2016,8.146991161215289e-05,0.0012229336018991439,0.003812454016453749,2025,164,True,0.0022296847171427406,0.001,3.812454016453749,False
359,adult spinal deformity surgery,4,331,288,1,1,2,1,1,2,0,1,8,6,10,14,23,21,17,16,26,32,26,37,43,2016,0.0001603640206503651,0.0010071217897992951,0.0028760618018861613,2025,164,True,0.0022296847171427406,0.001,2.876061801886161,True
360,three study,2,386,347,3,1,0,2,6,10,9,5,11,15,18,18,17,25,18,26,31,38,32,32,30,2014,0.00016710265674564867,0.001117152007149773,0.002628484471190427,2022,163,True,0.0022160890786235773,0.001,2.628484471190427,False
361,incidence and risk factor,4,475,400,3,2,1,6,5,3,7,7,16,18,21,26,36,38,24,25,34,38,22,38,30,2014,0.00024599676578386086,0.0013405824085797274,0.002640722724113968,2018,162,True,0.0022024934401044145,0.0012299838289193043,2.1469572705148288,False
362,comparable outcome,2,314,298,1,0,2,6,5,4,6,7,10,10,13,11,9,13,13,26,22,24,24,36,56,2020,0.00012052020839440844,0.0015466063886740824,0.0037455688582703497,2025,162,True,0.0022024934401044145,0.001,3.7455688582703495,False
363,spinopelvic parameter,2,371,263,0,0,0,0,2,2,1,2,3,5,8,7,12,17,18,24,32,32,22,37,39,2018,0.0,0.00118137595552467,0.002608521169152565,2025,162,True,0.0022024934401044145,0.001,2.608521169152565,False
364,independent t test,3,333,324,1,0,4,2,4,4,6,4,8,6,11,15,19,17,27,35,25,28,31,33,44,2016,0.00019862080195891954,0.0010790590604992446,0.0029429469600695604,2025,161,True,0.0021888978015852513,0.001,2.9429469600695604,False
365,ssv,1,582,292,0,1,2,1,2,3,4,6,5,7,8,11,20,14,20,27,37,35,27,25,37,2019,0.00011794440582046775,0.0012899896800825593,0.002474750852785767,2025,161,True,0.0021888978015852513,0.001,2.4747508527857667,False
366,eight study,2,351,338,1,0,0,2,3,4,11,9,15,19,12,10,17,30,26,19,24,29,33,31,43,2017,4.241961482989734e-05,0.0011824441816790708,0.0028760618018861613,2025,160,True,0.0021753021630660885,0.001,2.876061801886161,False
367,cochrane risk,2,240,238,0,0,0,0,0,1,0,1,1,5,3,9,5,11,15,27,23,34,24,27,52,2020,0.0,0.0016060912497769318,0.0034780282255367535,2025,160,True,0.0021753021630660885,0.001,3.4780282255367534,False
368,endovascular therapy,2,598,386,0,4,1,6,9,15,11,15,16,13,18,27,25,16,20,31,21,26,29,40,43,2015,0.00019842554580608217,0.0013318534961154272,0.0028760618018861613,2025,159,True,0.002161706524546925,0.001,2.876061801886161,False
369,cut off value,3,397,298,0,3,2,2,4,4,5,4,4,5,7,14,20,19,24,22,29,24,38,33,35,2016,0.00019763203033238102,0.0010071217897992951,0.0028549962434259953,2023,159,True,0.002161706524546925,0.001,2.8549962434259952,False
370,ohs,1,753,389,4,1,0,5,6,7,11,17,19,16,13,15,22,31,27,37,30,40,17,35,36,2012,0.000209522271575546,0.0014083340236931488,0.0027668257591478176,2022,158,True,0.0021481108860277624,0.00104761135787773,2.6410803379918515,False
371,title,1,367,336,1,1,2,0,2,5,6,16,4,10,14,25,22,20,33,17,32,36,28,34,28,2015,0.0001603640206503651,0.0010358860525342213,0.0024901431832330357,2022,158,True,0.0021481108860277624,0.001,2.4901431832330356,False
372,rtha,1,689,216,0,0,0,0,0,2,1,3,0,0,5,2,1,5,14,25,19,27,38,31,43,2020,0.0,0.0014871215275712331,0.0028760618018861613,2025,158,True,0.0021481108860277624,0.001,2.876061801886161,False
373,nomogram,1,462,200,1,1,2,1,2,0,0,2,1,2,0,5,2,4,3,16,20,18,30,38,52,2021,0.0001603640206503651,0.001248595330253465,0.0034780282255367535,2025,158,True,0.0021481108860277624,0.001,3.4780282255367534,False
374,knee joint function,3,304,258,1,3,1,3,1,3,4,5,3,4,9,13,11,10,11,19,31,28,29,39,30,2020,0.00020100134838002285,0.0011302123609541373,0.0026321117635148814,2024,157,True,0.002134515247508599,0.0010050067419001142,2.618999110929827,False
375,robotic assistance,2,289,204,0,0,0,0,0,1,0,4,2,1,3,3,5,7,9,12,18,28,31,35,45,2021,0.0,0.0011237357972281184,0.0030098321182529596,2025,157,True,0.002134515247508599,0.001,3.0098321182529597,False
376,clinical question,2,444,444,0,2,0,3,3,5,13,27,30,21,22,25,30,36,38,34,36,38,47,28,6,2011,7.96876245119133e-05,0.001088321473419841,0.0035311795642374156,2023,155,True,0.002107323970470273,0.001,3.5311795642374157,False
377,medicaid service,2,379,344,0,0,3,1,0,1,3,2,6,7,11,36,29,22,37,31,25,30,20,30,50,2016,0.00011715089034676664,0.002589741745198187,0.0033442579091699553,2025,155,True,0.002107323970470273,0.001,3.344257909169955,False
378,0 0,2,386,306,3,1,1,3,3,4,1,4,11,7,7,16,22,22,20,26,21,34,27,38,35,2016,0.00020615295352790423,0.0011509963311991942,0.002564621718296551,2024,155,True,0.002107323970470273,0.0010307647676395212,2.488076619236417,False
379,chi squared test,3,307,299,1,0,6,2,0,4,4,2,8,12,10,9,11,20,30,26,20,30,22,38,44,2018,0.00027672139552343064,0.001389854065323141,0.0029429469600695604,2025,154,True,0.0020937283319511103,0.0013836069776171531,2.1270107824534836,False
380,baseline demographic,2,265,251,0,1,1,3,2,4,4,4,6,7,2,8,5,8,25,17,19,41,22,33,39,2019,7.88941090382122e-05,0.001612487100103199,0.002835996403126513,2022,154,True,0.0020937283319511103,0.001,2.835996403126513,False
381,demographic variable,2,324,311,1,2,2,5,6,5,3,3,5,12,8,9,15,34,29,19,24,22,30,32,45,2017,0.00020020783290632173,0.001043333101481533,0.0030098321182529596,2025,153,True,0.002080132693431947,0.0010010391645316086,3.0067076543016933,False
382,multivariable regression analysis,3,283,264,0,0,0,1,4,0,1,5,5,10,10,14,5,17,20,19,25,31,22,44,31,2018,0.0,0.00118137595552467,0.002969561989606533,2024,153,True,0.002080132693431947,0.001,2.969561989606533,False
383,prediction model,2,344,229,0,1,1,1,1,0,4,2,2,3,6,7,5,9,18,16,27,29,29,40,28,2021,7.88941090382122e-05,0.0016856036958421776,0.0026996018087332117,2024,153,True,0.002080132693431947,0.001,2.699601808733212,False
384,reimbursement,1,623,408,1,3,4,3,2,8,6,11,14,19,16,23,36,35,38,37,25,33,23,35,36,2016,0.0003181522387267895,0.0016545572260988418,0.0025039994435556794,2017,152,True,0.002066537054912784,0.0015907611936339476,1.5740888409752585,False
385,maximum stress,2,431,269,0,4,2,1,4,7,2,5,9,10,9,4,12,14,12,22,33,34,26,34,25,2020,0.00023747584258833768,0.0013086669442626852,0.002351801895275645,2022,152,True,0.002066537054912784,0.0011873792129416885,1.9806662182076962,False
386,non randomized study,3,253,240,1,1,0,0,4,0,1,2,1,1,6,8,8,8,16,31,34,26,28,27,37,2019,8.2263427085854e-05,0.0010319917440660474,0.002474750852785767,2025,152,True,0.002066537054912784,0.001,2.4747508527857667,False
387,decision curve analysis,3,211,170,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,12,21,18,33,36,44,2021,0.0,0.001311025096766138,0.0029429469600695604,2025,152,True,0.002066537054912784,0.001,2.9429469600695604,False
388,risk stratification,2,334,309,1,4,1,4,1,3,4,4,8,10,17,21,16,14,18,32,15,27,18,35,56,2022,0.0002408451606359795,0.001867607387424777,0.0037455688582703497,2025,151,True,0.002052941416393621,0.0012042258031798975,3.1103542611192534,False
389,higher body mass index,4,300,279,0,1,2,2,4,5,5,3,5,8,9,12,12,19,15,26,24,22,20,39,46,2020,0.00011794440582046775,0.0015466063886740824,0.0030767172764363587,2025,151,True,0.002052941416393621,0.001,3.0767172764363586,False
390,large cohort,2,382,378,2,3,2,0,3,4,11,12,14,20,17,17,22,23,41,37,29,37,30,28,26,2017,0.00028247125999217575,0.001530221882172915,0.0026444788441692467,2019,150,True,0.0020393457778744577,0.0014123562999608786,1.872387898324592,False
391,tegner activity scale,3,434,368,0,3,2,4,3,4,9,18,15,20,14,23,21,31,22,29,21,26,32,38,33,2012,0.00019763203033238102,0.0014911772015574517,0.002564621718296551,2024,150,True,0.0020393457778744577,0.001,2.564621718296551,False
